"aws_ingest_ts_utc","device_id","firmware_ver","msg_id","event_ts_utc","truck_id","stop_seq","event_type","delta_payload_kg","payload_kg","gross_weight_kg","lat","lon","speed_kmh","engine_on","battery_v","rssi_dbm","temperature_c"
"2026-04-01T09:58:11Z","rpi4-TRK-010","1.8.4","msg-00001464","2026-04-01T09:58:00Z","TRUCK-010","24","unloading","-1087","648","7316","-34,6852","-58,3396","0","1","12,61","-85","26,1"
"2026-04-01T10:15:07Z","rpi4-TRK-010","1.8.4","msg-00001465","2026-04-01T10:15:00Z","TRUCK-010","25","moving","0","648","7301","-34,6798","-58,337","30,6","1","12,64","-89","19,6"
"2026-04-01T10:28:02Z","rpi4-TRK-010","1.8.4","msg-00001466","2026-04-01T10:28:00Z","TRUCK-010","26","moving","0","648","7352","-34,682","-58,3346","63,5","1","12,5","-88","41,4"
"2026-04-01T10:41:03Z","rpi4-TRK-010","1.8.4","msg-00001467","2026-04-01T10:41:00Z","TRUCK-010","27","moving","0","648","7349","-34,6797","-58,3339","30,6","1","12,46","-65","24,4"
"2026-04-01T10:47:09Z","rpi4-TRK-010","1.8.4","msg-00001468","2026-04-01T10:47:00Z","TRUCK-010","28","unloading","-152","496","7190","-34,676","-58,3268","0","1","12,44","-81","39,8"
"2026-04-01T11:07:03Z","rpi4-TRK-010","1.8.4","msg-00001469","2026-04-01T11:07:00Z","TRUCK-010","29","moving","0","496","7162","-34,6743","-58,3271","30,2","1","12,28","-62","33"
"2026-04-01T11:17:03Z","rpi4-TRK-010","1.8.4","msg-00001470","2026-04-01T11:17:00Z","TRUCK-010","30","moving","0","496","7135","-34,6723","-58,3211","29,8","1","12,38","-90","23,9"
"2026-04-01T11:25:07Z","rpi4-TRK-010","1.8.4","msg-00001471","2026-04-01T11:25:00Z","TRUCK-010","31","moving","0","496","7135","-34,6677","-58,3196","64","1","12,34","-80","35,8"
"2026-04-01T11:40:04Z","rpi4-TRK-010","1.8.4","msg-00001472","2026-04-01T11:40:00Z","TRUCK-010","32","unloading","-413","83","6726","-34,667","-58,3184","0","1","12,27","-58","20,7"
"2026-04-01T11:47:08Z","rpi4-TRK-010","1.8.4","msg-00001473","2026-04-01T11:47:00Z","TRUCK-010","33","moving","0","83","6790","-34,6656","-58,3154","60,6","1","12,57","-75","33,3"
"2026-04-01T12:08:05Z","rpi4-TRK-010","1.8.4","msg-00001474","2026-04-01T12:08:00Z","TRUCK-010","34","moving","0","83","6769","-34,6649","-58,3169","32,4","1","12,47","-89","22,5"
"2026-04-01T12:23:10Z","rpi4-TRK-010","1.8.4","msg-00001475","2026-04-01T12:23:00Z","TRUCK-010","35","loading","720","803","7483","-34,6626","-58,3097","0","1","12,6","-70","29,4"
"2026-04-01T12:41:01Z","rpi4-TRK-010","1.8.4","msg-00001476","2026-04-01T12:41:00Z","TRUCK-010","36","unloading","-592","211","6911","-34,6604","-58,312","0","1","12,48","-95","22"
"2026-04-01T12:57:07Z","rpi4-TRK-010","1.8.4","msg-00001477","2026-04-01T12:57:00Z","TRUCK-010","37","moving","0","211","6908","-34,6544","-58,3045","46,1","1","12,54","-93","40,2"
"2026-04-01T13:16:09Z","rpi4-TRK-010","1.8.4","msg-00001478","2026-04-01T13:16:00Z","TRUCK-010","38","moving","0","211","6863","-34,6554","-58,3057","32,6","1","12,25","-93","29,7"
"2026-04-01T13:22:01Z","rpi4-TRK-010","1.8.4","msg-00001479","2026-04-01T13:22:00Z","TRUCK-010","39","moving","0","211","6848","-34,6539","-58,3029","52,4","1","12,28","-61","40,9"
"2026-04-01T13:31:11Z","rpi4-TRK-010","1.8.4","msg-00001480","2026-04-01T13:31:00Z","TRUCK-010","40","unloading","-166","45","6691","-34,651","-58,3001","0","1","12,45","-61","39,7"
"2026-04-01T13:42:01Z","rpi4-TRK-010","1.8.4","msg-00001481","2026-04-01T13:42:00Z","TRUCK-010","41","moving","0","45","6689","-34,6504","-58,2984","81,6","1","12,5","-68","19,2"
"2026-04-01T13:57:07Z","rpi4-TRK-010","1.8.4","msg-00001482","2026-04-01T13:57:00Z","TRUCK-010","42","loading","1220","1265","7899","-34,647","-58,2971","0","1","12,51","-66","23,5"
"2026-04-01T14:10:01Z","rpi4-TRK-010","1.8.4","msg-00001483","2026-04-01T14:10:00Z","TRUCK-010","43","moving","0","1265","7966","-34,6414","-58,292","79,1","1","12,52","-91","30,7"
"2026-04-01T14:31:10Z","rpi4-TRK-010","1.8.4","msg-00001484","2026-04-01T14:31:00Z","TRUCK-010","44","unloading","-226","1039","7687","-34,6436","-58,2888","0","1","12,51","-78","41,8"
"2026-04-01T14:46:08Z","rpi4-TRK-010","1.8.4","msg-00001485","2026-04-01T14:46:00Z","TRUCK-010","45","moving","0","1039","7693","-34,6397","-58,2876","61,7","1","12,34","-64","26,3"
"2026-04-01T15:00:11Z","rpi4-TRK-010","1.8.4","msg-00001486","2026-04-01T15:00:00Z","TRUCK-010","46","moving","0","1039","7679","-34,6372","-58,2855","78,6","1","12,43","-82","25,1"
"2026-04-01T15:15:01Z","rpi4-TRK-010","1.8.4","msg-00001487","2026-04-01T15:15:00Z","TRUCK-010","47","moving","0","1039","7676","-34,6352","-58,2822","48,9","1","12,22","-61","41,3"
"2026-04-01T15:25:02Z","rpi4-TRK-010","1.8.4","msg-00001488","2026-04-01T15:25:00Z","TRUCK-010","48","unloading","-491","548","7201","-34,6326","-58,2781","0","1","12,53","-83","31,8"
"2026-04-01T15:39:06Z","rpi4-TRK-010","1.8.4","msg-00001489","2026-04-01T15:39:00Z","TRUCK-010","49","loading","1968","2516","9154","-34,6287","-58,2802","0","1","12,28","-65","30,3"
"2026-04-01T15:59:08Z","rpi4-TRK-010","1.8.4","msg-00001490","2026-04-01T15:59:00Z","TRUCK-010","50","moving","0","2516","9169","-34,628","-58,2781","56,7","1","12,16","-90","28,4"
"2026-04-01T16:13:09Z","rpi4-TRK-010","1.8.4","msg-00001491","2026-04-01T16:13:00Z","TRUCK-010","51","moving","0","2516","9217","-34,6286","-58,2756","55,8","1","12,46","-89","41,9"
"2026-04-01T16:29:09Z","rpi4-TRK-010","1.8.4","msg-00001492","2026-04-01T16:29:00Z","TRUCK-010","52","unloading","-853","1663","8341","-34,6227","-58,2726","0","1","12,21","-80","21,4"
"2026-04-01T16:42:07Z","rpi4-TRK-010","1.8.4","msg-00001493","2026-04-01T16:42:00Z","TRUCK-010","53","moving","0","1663","8310","-34,6223","-58,266","34,9","1","12,4","-67","42,6"
"2026-04-01T16:54:06Z","rpi4-TRK-010","1.8.4","msg-00001494","2026-04-01T16:54:00Z","TRUCK-010","54","moving","0","1663","8297","-34,6211","-58,2689","80,6","1","12,51","-82","17,8"
"2026-04-01T17:14:07Z","rpi4-TRK-010","1.8.4","msg-00001495","2026-04-01T17:14:00Z","TRUCK-010","55","moving","0","1663","8313","-34,6157","-58,2622","56,8","1","12,5","-85","37"
"2026-04-01T17:32:06Z","rpi4-TRK-010","1.8.4","msg-00001496","2026-04-01T17:32:00Z","TRUCK-010","56","unloading","-1561","102","6764","-34,6152","-58,2596","0","1","12,19","-73","18"
"2026-04-01T17:47:03Z","rpi4-TRK-010","1.8.4","msg-00001497","2026-04-01T17:47:00Z","TRUCK-010","57","moving","0","102","6765","-34,6123","-58,259","17,4","1","12,12","-93","42,7"
"2026-04-01T18:05:10Z","rpi4-TRK-010","1.8.4","msg-00001498","2026-04-01T18:05:00Z","TRUCK-010","58","moving","0","102","6763","-34,6139","-58,2574","18,2","1","12,27","-72","17,8"
"2026-04-01T18:17:10Z","rpi4-TRK-010","1.8.4","msg-00001499","2026-04-01T18:17:00Z","TRUCK-010","59","moving","0","102","6800","-34,6116","-58,2522","72,5","1","12,2","-74","26,6"
"2026-04-01T18:37:08Z","rpi4-TRK-010","1.8.4","msg-00001500","2026-04-01T18:37:00Z","TRUCK-010","60","unloading","-198","0","6690","-34,609","-58,2513","0","1","12,35","-79","34,7"
"2026-04-01T18:43:09Z","rpi4-TRK-010","1.8.4","msg-00001501","2026-04-01T18:43:00Z","TRUCK-010","61","moving","0","0","6702","-34,6042","-58,2513","56,2","1","12,38","-92","34,2"
"2026-04-01T18:58:04Z","rpi4-TRK-010","1.8.4","msg-00001502","2026-04-01T18:58:00Z","TRUCK-010","62","moving","0","0","6646","-34,6022","-58,2475","36,9","1","12,44","-93","23,6"
"2026-04-01T19:11:02Z","rpi4-TRK-010","1.8.4","msg-00001503","2026-04-01T19:11:00Z","TRUCK-010","63","loading","968","968","7606","-34,6037","-58,2431","0","1","12,12","-84","30,3"
"2026-04-01T19:26:04Z","rpi4-TRK-010","1.8.4","msg-00001504","2026-04-01T19:26:00Z","TRUCK-010","64","unloading","-709","259","6921","-34,597","-58,2437","0","1","12,37","-86","20,4"
"2026-04-01T19:45:09Z","rpi4-TRK-010","1.8.4","msg-00001505","2026-04-01T19:45:00Z","TRUCK-010","65","moving","0","259","6959","-34,5988","-58,2375","81,3","1","12,46","-86","37,1"
"2026-04-01T19:57:06Z","rpi4-TRK-010","1.8.4","msg-00001506","2026-04-01T19:57:00Z","TRUCK-010","66","moving","0","259","6910","-34,5943","-58,2377","27","1","12,28","-76","22,1"
"2026-04-01T20:11:05Z","rpi4-TRK-010","1.8.4","msg-00001507","2026-04-01T20:11:00Z","TRUCK-010","67","moving","0","259","6934","-34,5917","-58,2381","77","1","12,27","-77","28,7"
"2026-04-01T20:22:08Z","rpi4-TRK-010","1.8.4","msg-00001508","2026-04-01T20:22:00Z","TRUCK-010","68","unloading","-226","33","6699","-34,5896","-58,2335","0","1","12,15","-60","22,7"
"2026-04-01T20:39:05Z","rpi4-TRK-010","1.8.4","msg-00001509","2026-04-01T20:39:00Z","TRUCK-010","69","moving","0","33","6683","-34,587","-58,2325","44,2","1","12,14","-71","28,5"
"2026-04-01T20:53:11Z","rpi4-TRK-010","1.8.4","msg-00001510","2026-04-01T20:53:00Z","TRUCK-010","70","loading","325","358","6996","-34,5858","-58,2265","0","1","12,4","-71","37,6"
"2026-04-01T21:09:09Z","rpi4-TRK-010","1.8.4","msg-00001511","2026-04-01T21:09:00Z","TRUCK-010","71","moving","0","358","6998","-34,5821","-58,228","69,6","1","12,2","-63","25,5"
"2026-04-01T21:19:03Z","rpi4-TRK-010","1.8.4","msg-00001512","2026-04-01T21:19:00Z","TRUCK-010","72","unloading","-217","141","6780","-34,5853","-58,2211","0","1","12,05","-66","32,7"
"2026-04-01T21:38:01Z","rpi4-TRK-010","1.8.4","msg-00001513","2026-04-01T21:38:00Z","TRUCK-010","73","moving","0","141","6788","-34,5804","-58,2222","31,7","1","12,06","-76","39,3"
"2026-04-01T21:52:10Z","rpi4-TRK-010","1.8.4","msg-00001514","2026-04-01T21:52:00Z","TRUCK-010","74","moving","0","141","6853","-34,5761","-58,2179","78,7","1","12,27","-92","22,8"
"2026-04-01T22:07:02Z","rpi4-TRK-010","1.8.4","msg-00001515","2026-04-01T22:07:00Z","TRUCK-010","75","moving","0","141","6814","-34,5741","-58,2189","78,3","1","12,14","-82","37,2"
"2026-04-01T22:15:02Z","rpi4-TRK-010","1.8.4","msg-00001516","2026-04-01T22:15:00Z","TRUCK-010","76","unloading","-193","0","6685","-34,5771","-58,2123","0","1","12,4","-92","25,8"
"2026-04-01T22:22:05Z","rpi4-TRK-010","1.8.4","msg-00001517","2026-04-01T22:22:00Z","TRUCK-010","77","loading","2226","2226","8890","-34,572","-58,2084","0","1","12,14","-91","37,3"
"2026-04-01T22:43:07Z","rpi4-TRK-010","1.8.4","msg-00001518","2026-04-01T22:43:00Z","TRUCK-010","78","moving","0","2226","8938","-34,5712","-58,2066","73,1","1","12,08","-94","36"
"2026-04-01T23:01:01Z","rpi4-TRK-010","1.8.4","msg-00001519","2026-04-01T23:01:00Z","TRUCK-010","79","moving","0","2226","8891","-34,5663","-58,2073","72,6","1","12,16","-87","20,7"
"2026-04-01T23:09:10Z","rpi4-TRK-010","1.8.4","msg-00001520","2026-04-01T23:09:00Z","TRUCK-010","80","unloading","-248","1978","8668","-34,5671","-58,2013","0","1","12,3","-59","19,9"
"2026-04-01T23:22:03Z","rpi4-TRK-010","1.8.4","msg-00001521","2026-04-01T23:22:00Z","TRUCK-010","81","moving","0","1978","8688","-34,5618","-58,2024","55,8","1","12,3","-73","23,4"
"2026-04-01T23:39:02Z","rpi4-TRK-010","1.8.4","msg-00001522","2026-04-01T23:39:00Z","TRUCK-010","82","moving","0","1978","8644","-34,5624","-58,197","60,6","1","12,1","-80","18,2"
"2026-04-01T23:52:09Z","rpi4-TRK-010","1.8.4","msg-00001523","2026-04-01T23:52:00Z","TRUCK-010","83","moving","0","1978","8628","-34,5612","-58,1985","62,1","1","12,13","-81","31,9"
"2026-04-02T00:06:01Z","rpi4-TRK-010","1.8.4","msg-00001524","2026-04-02T00:06:00Z","TRUCK-010","84","unloading","-1081","897","7554","-34,5594","-58,1916","0","1","12,02","-71","31,3"
"2026-04-02T00:14:08Z","rpi4-TRK-010","1.8.4","msg-00001525","2026-04-02T00:14:00Z","TRUCK-010","85","moving","0","897","7582","-34,5569","-58,1897","23,7","1","12,24","-84","31,7"
"2026-04-02T00:20:02Z","rpi4-TRK-010","1.8.4","msg-00001526","2026-04-02T00:20:00Z","TRUCK-010","86","moving","0","897","7593","-34,5554","-58,1891","40,5","1","12,32","-76","32,4"
"2026-04-02T00:33:11Z","rpi4-TRK-010","1.8.4","msg-00001527","2026-04-02T00:33:00Z","TRUCK-010","87","moving","0","897","7537","-34,5525","-58,1866","62,5","1","12","-79","22,1"
"2026-04-02T00:42:03Z","rpi4-TRK-010","1.8.4","msg-00001528","2026-04-02T00:42:00Z","TRUCK-010","88","unloading","-572","325","6958","-34,5494","-58,1833","0","1","12,06","-68","34,8"
"2026-04-02T00:49:11Z","rpi4-TRK-010","1.8.4","msg-00001529","2026-04-02T00:49:00Z","TRUCK-010","89","moving","0","325","6963","-34,5458","-58,1826","32,1","1","12,08","-92","37,9"
"2026-04-02T01:07:07Z","rpi4-TRK-010","1.8.4","msg-00001530","2026-04-02T01:07:00Z","TRUCK-010","90","moving","0","325","7014","-34,5463","-58,1802","61,5","1","12,3","-59","18,2"
"2026-04-02T01:22:05Z","rpi4-TRK-010","1.8.4","msg-00001531","2026-04-02T01:22:00Z","TRUCK-010","91","loading","1422","1747","8388","-34,5447","-58,1765","0","1","12,18","-68","24,4"
"2026-04-02T01:42:08Z","rpi4-TRK-010","1.8.4","msg-00001532","2026-04-02T01:42:00Z","TRUCK-010","92","unloading","-320","1427","8091","-34,5399","-58,1782","0","1","11,95","-79","28,7"
"2026-04-02T01:56:04Z","rpi4-TRK-010","1.8.4","msg-00001533","2026-04-02T01:56:00Z","TRUCK-010","93","moving","0","1427","8125","-34,5368","-58,1722","55,3","1","12,1","-78","17,9"
"2026-04-02T02:08:03Z","rpi4-TRK-010","1.8.4","msg-00001534","2026-04-02T02:08:00Z","TRUCK-010","94","moving","0","1427","8106","-34,5371","-58,1684","39,7","1","12,08","-58","38,6"
"2026-04-02T02:25:02Z","rpi4-TRK-010","1.8.4","msg-00001535","2026-04-02T02:25:00Z","TRUCK-010","95","moving","0","1427","8123","-34,5348","-58,1685","20,3","1","12,24","-75","30,1"
"2026-04-02T02:34:08Z","rpi4-TRK-010","1.8.4","msg-00001536","2026-04-02T02:34:00Z","TRUCK-010","96","unloading","-1050","377","7073","-34,5344","-58,1673","0","1","12,17","-74","25,2"
"2026-04-02T02:51:06Z","rpi4-TRK-010","1.8.4","msg-00001537","2026-04-02T02:51:00Z","TRUCK-010","97","moving","0","377","7064","-34,5275","-58,1645","28,9","1","12,1","-85","18,6"
"2026-04-02T03:00:03Z","rpi4-TRK-010","1.8.4","msg-00001538","2026-04-02T03:00:00Z","TRUCK-010","98","loading","676","1053","7688","-34,5299","-58,1626","0","1","11,94","-82","39,2"
"2026-04-02T03:21:04Z","rpi4-TRK-010","1.8.4","msg-00001539","2026-04-02T03:21:00Z","TRUCK-010","99","moving","0","1053","7757","-34,5271","-58,1582","53,4","1","11,96","-92","40,5"
"2026-04-02T03:31:10Z","rpi4-TRK-010","1.8.4","msg-00001540","2026-04-02T03:31:00Z","TRUCK-010","100","unloading","-811","242","6886","-34,5224","-58,1542","0","1","12,28","-74","18"
"2026-04-02T03:44:04Z","rpi4-TRK-010","1.8.4","msg-00001541","2026-04-02T03:44:00Z","TRUCK-010","101","moving","0","242","6944","-34,5222","-58,1546","51","1","12","-60","29,4"
"2026-04-02T04:02:07Z","rpi4-TRK-010","1.8.4","msg-00001542","2026-04-02T04:02:00Z","TRUCK-010","102","moving","0","242","6917","-34,5189","-58,149","78,8","1","12,05","-74","18,4"
"2026-04-02T04:15:02Z","rpi4-TRK-010","1.8.4","msg-00001543","2026-04-02T04:15:00Z","TRUCK-010","103","moving","0","242","6940","-34,5167","-58,1508","24,4","1","12,1","-87","23,2"
"2026-04-02T04:23:03Z","rpi4-TRK-010","1.8.4","msg-00001544","2026-04-02T04:23:00Z","TRUCK-010","104","unloading","-173","69","6718","-34,5131","-58,1452","0","1","12,04","-94","40,4"
"2026-04-02T04:39:07Z","rpi4-TRK-010","1.8.4","msg-00001545","2026-04-02T04:39:00Z","TRUCK-010","105","loading","1976","2045","8725","-34,515","-58,1446","0","1","11,94","-68","37,8"
"2026-04-02T05:00:09Z","rpi4-TRK-010","1.8.4","msg-00001546","2026-04-02T05:00:00Z","TRUCK-010","106","moving","0","2045","8733","-34,5114","-58,1392","22,8","1","11,98","-90","26,7"
"2026-04-02T05:10:08Z","rpi4-TRK-010","1.8.4","msg-00001547","2026-04-02T05:10:00Z","TRUCK-010","107","moving","0","2045","8723","-34,5088","-58,1364","73,5","1","11,9","-92","39,2"
"2026-04-02T05:28:10Z","rpi4-TRK-010","1.8.4","msg-00001548","2026-04-02T05:28:00Z","TRUCK-010","108","unloading","-953","1092","7781","-34,5086","-58,1373","0","1","11,87","-88","30,8"
"2026-04-02T05:46:10Z","rpi4-TRK-010","1.8.4","msg-00001549","2026-04-02T05:46:00Z","TRUCK-010","109","moving","0","1092","7747","-34,5068","-58,1346","35,9","1","12,04","-58","21,3"
"2026-04-02T05:53:02Z","rpi4-TRK-010","1.8.4","msg-00001550","2026-04-02T05:53:00Z","TRUCK-010","110","moving","0","1092","7773","-34,5022","-58,1313","55,4","1","12,07","-79","23,2"
"2026-04-02T06:07:10Z","rpi4-TRK-010","1.8.4","msg-00001551","2026-04-02T06:07:00Z","TRUCK-010","111","moving","0","1092","7745","-34,4987","-58,1298","28,6","1","12","-69","28,7"
"2026-04-02T06:26:02Z","rpi4-TRK-010","1.8.4","msg-00001552","2026-04-02T06:26:00Z","TRUCK-010","112","unloading","-312","780","7484","-34,4995","-58,1286","0","1","12,16","-70","37,6"
"2026-04-02T06:47:07Z","rpi4-TRK-010","1.8.4","msg-00001553","2026-04-02T06:47:00Z","TRUCK-010","113","moving","0","780","7457","-34,4976","-58,1269","60,4","1","12,02","-88","35,5"
"2026-04-02T06:59:11Z","rpi4-TRK-010","1.8.4","msg-00001554","2026-04-02T06:59:00Z","TRUCK-010","114","moving","0","780","7470","-34,4955","-58,1229","24,7","1","11,97","-76","37,5"
"2026-04-02T07:08:05Z","rpi4-TRK-010","1.8.4","msg-00001555","2026-04-02T07:08:00Z","TRUCK-010","115","moving","0","780","7426","-34,4913","-58,1183","57,1","1","12,1","-64","30,1"
"2026-04-02T07:19:09Z","rpi4-TRK-010","1.8.4","msg-00001556","2026-04-02T07:19:00Z","TRUCK-010","116","unloading","-153","627","7322","-34,4932","-58,1201","0","1","11,98","-86","18,4"
"2026-04-02T07:27:08Z","rpi4-TRK-010","1.8.4","msg-00001557","2026-04-02T07:27:00Z","TRUCK-010","117","moving","0","627","7277","-34,487","-58,1174","66,8","1","12,04","-65","26"
"2026-04-02T07:45:07Z","rpi4-TRK-010","1.8.4","msg-00001558","2026-04-02T07:45:00Z","TRUCK-010","118","moving","0","627","7320","-34,4879","-58,1104","71,7","1","12,17","-87","42,4"
"2026-04-02T08:04:09Z","rpi4-TRK-010","1.8.4","msg-00001559","2026-04-02T08:04:00Z","TRUCK-010","119","loading","2202","2829","9481","-34,4839","-58,1108","0","1","12,14","-79","23,4"
"2026-04-02T08:20:09Z","rpi4-TRK-010","1.8.4","msg-00001560","2026-04-02T08:20:00Z","TRUCK-010","120","unloading","-1685","1144","7827","-34,4791","-58,1082","0","1","12,04","-82","18,5"
"2026-04-02T08:30:05Z","rpi4-TRK-010","1.8.4","msg-00001561","2026-04-02T08:30:00Z","TRUCK-010","121","moving","0","1144","7832","-34,4827","-58,104","39,6","1","12,06","-87","20,3"
"2026-04-02T08:40:06Z","rpi4-TRK-010","1.8.4","msg-00001562","2026-04-02T08:40:00Z","TRUCK-010","122","moving","0","1144","7835","-34,4782","-58,1019","23,4","1","11,92","-72","40,2"
"2026-04-02T08:56:06Z","rpi4-TRK-010","1.8.4","msg-00001563","2026-04-02T08:56:00Z","TRUCK-010","123","moving","0","1144","7855","-34,477","-58,1038","71,5","1","11,86","-84","25,3"
"2026-04-02T09:17:06Z","rpi4-TRK-010","1.8.4","msg-00001564","2026-04-02T09:17:00Z","TRUCK-010","124","unloading","-551","593","7245","-34,4744","-58,1012","0","1","11,91","-83","37,5"
"2026-04-02T09:25:10Z","rpi4-TRK-010","1.8.4","msg-00001565","2026-04-02T09:25:00Z","TRUCK-010","125","moving","0","593","7277","-34,4704","-58,0937","74,4","1","11,8","-95","39,2"
"2026-04-02T09:33:11Z","rpi4-TRK-010","1.8.4","msg-00001566","2026-04-02T09:33:00Z","TRUCK-010","126","loading","1557","2150","8854","-34,4674","-58,0945","0","1","11,79","-58","31,8"
"2026-04-02T09:46:01Z","rpi4-TRK-010","1.8.4","msg-00001567","2026-04-02T09:46:00Z","TRUCK-010","127","moving","0","2150","8830","-34,465","-58,0926","39,2","1","11,86","-74","21,4"
"2026-04-02T09:55:03Z","rpi4-TRK-010","1.8.4","msg-00001568","2026-04-02T09:55:00Z","TRUCK-010","128","unloading","-1544","606","7249","-34,4624","-58,0869","0","1","11,76","-63","41"
"2026-04-02T10:10:03Z","rpi4-TRK-010","1.8.4","msg-00001569","2026-04-02T10:10:00Z","TRUCK-010","129","moving","0","606","7263","-34,4639","-58,0852","24,9","1","11,8","-64","21"
"2026-04-02T10:21:04Z","rpi4-TRK-010","1.8.4","msg-00001570","2026-04-02T10:21:00Z","TRUCK-010","130","moving","0","606","7318","-34,4583","-58,0828","33,1","1","11,87","-85","35,5"
"2026-04-02T10:33:01Z","rpi4-TRK-010","1.8.4","msg-00001571","2026-04-02T10:33:00Z","TRUCK-010","131","moving","0","606","7287","-34,4574","-58,0835","78","1","11,86","-82","19"
"2026-04-02T10:44:11Z","rpi4-TRK-010","1.8.4","msg-00001572","2026-04-02T10:44:00Z","TRUCK-010","132","unloading","-586","20","6661","-34,4552","-58,0772","0","1","12,01","-90","26,5"
"2026-04-02T10:50:05Z","rpi4-TRK-010","1.8.4","msg-00001573","2026-04-02T10:50:00Z","TRUCK-010","133","loading","1781","1801","8445","-34,4525","-58,0769","0","1","12,11","-92","29,7"
"2026-04-02T11:03:02Z","rpi4-TRK-010","1.8.4","msg-00001574","2026-04-02T11:03:00Z","TRUCK-010","134","moving","0","1801","8507","-34,4514","-58,0742","29","1","12","-81","21,4"
"2026-04-02T11:17:02Z","rpi4-TRK-010","1.8.4","msg-00001575","2026-04-02T11:17:00Z","TRUCK-010","135","moving","0","1801","8498","-34,448","-58,0738","33,3","1","12,1","-72","35,6"
"2026-04-02T11:25:01Z","rpi4-TRK-010","1.8.4","msg-00001576","2026-04-02T11:25:00Z","TRUCK-010","136","unloading","-1128","673","7331","-34,4462","-58,067","0","1","11,89","-82","25,6"
"2026-04-02T11:34:03Z","rpi4-TRK-010","1.8.4","msg-00001577","2026-04-02T11:34:00Z","TRUCK-010","137","moving","0","673","7386","-34,446","-58,0688","24,5","1","12,01","-73","29,1"
"2026-04-02T11:53:02Z","rpi4-TRK-010","1.8.4","msg-00001578","2026-04-02T11:53:00Z","TRUCK-010","138","moving","0","673","7354","-34,4429","-58,0646","29,8","1","11,94","-69","29"
"2026-04-02T11:59:02Z","rpi4-TRK-010","1.8.4","msg-00001579","2026-04-02T11:59:00Z","TRUCK-010","139","moving","0","673","7358","-34,4447","-58,0625","20,7","1","12,08","-71","27,7"
"2026-04-02T12:07:02Z","rpi4-TRK-010","1.8.4","msg-00001580","2026-04-02T12:07:00Z","TRUCK-010","140","unloading","-409","264","6938","-34,4399","-58,0623","0","1","11,96","-80","17,3"
"2026-04-02T12:21:09Z","rpi4-TRK-010","1.8.4","msg-00001581","2026-04-02T12:21:00Z","TRUCK-010","141","moving","0","264","6921","-34,4406","-58,0594","33,4","1","12,02","-61","34,1"
"2026-04-02T12:37:01Z","rpi4-TRK-010","1.8.4","msg-00001582","2026-04-02T12:37:00Z","TRUCK-010","142","moving","0","264","6915","-34,4338","-58,0567","79,7","1","11,84","-62","25,7"
"2026-04-02T12:53:10Z","rpi4-TRK-010","1.8.4","msg-00001583","2026-04-02T12:53:00Z","TRUCK-010","143","moving","0","264","6950","-34,4366","-58,0508","60,2","1","11,74","-75","40,4"
"2026-04-02T13:01:07Z","rpi4-TRK-010","1.8.4","msg-00001584","2026-04-02T13:01:00Z","TRUCK-010","144","unloading","-219","45","6710","-34,43","-58,0491","0","1","11,79","-94","24,3"
"2026-04-02T13:09:07Z","rpi4-TRK-010","1.8.4","msg-00001585","2026-04-02T13:09:00Z","TRUCK-010","145","moving","0","45","6686","-34,4303","-58,0479","54,1","1","11,68","-79","18,1"
"2026-04-02T13:23:06Z","rpi4-TRK-010","1.8.4","msg-00001586","2026-04-02T13:23:00Z","TRUCK-010","146","moving","0","45","6734","-34,4289","-58,0476","23,8","1","12,02","-69","29,2"
"2026-04-02T13:36:09Z","rpi4-TRK-010","1.8.4","msg-00001587","2026-04-02T13:36:00Z","TRUCK-010","147","loading","2025","2070","8779","-34,4267","-58,0406","0","1","11,94","-58","37,1"
"2026-04-02T13:47:02Z","rpi4-TRK-010","1.8.4","msg-00001588","2026-04-02T13:47:00Z","TRUCK-010","148","unloading","-2018","52","6728","-34,4225","-58,0421","0","1","11,76","-61","29,5"
"2026-04-02T13:53:01Z","rpi4-TRK-010","1.8.4","msg-00001589","2026-04-02T13:53:00Z","TRUCK-010","149","moving","0","52","6758","-34,4223","-58,0367","43,3","1","11,74","-65","19,9"
"2026-04-02T14:10:04Z","rpi4-TRK-010","1.8.4","msg-00001590","2026-04-02T14:10:00Z","TRUCK-010","150","moving","0","52","6700","-34,4212","-58,0376","36,5","1","11,77","-60","25,1"
"2026-04-02T14:27:02Z","rpi4-TRK-010","1.8.4","msg-00001591","2026-04-02T14:27:00Z","TRUCK-010","151","moving","0","52","6755","-34,4146","-58,0308","33,6","1","11,9","-88","19,5"
"2026-04-02T14:43:03Z","rpi4-TRK-010","1.8.4","msg-00001592","2026-04-02T14:43:00Z","TRUCK-010","152","unloading","-151","0","6645","-34,4143","-58,029","0","1","11,88","-63","32,2"
"2026-04-02T14:58:02Z","rpi4-TRK-010","1.8.4","msg-00001593","2026-04-02T14:58:00Z","TRUCK-010","153","moving","0","0","6642","-34,4136","-58,0313","57,2","1","11,66","-65","37,5"
"2026-04-02T15:18:01Z","rpi4-TRK-010","1.8.4","msg-00001594","2026-04-02T15:18:00Z","TRUCK-010","154","loading","862","862","7542","-34,4123","-58,0292","0","1","11,8","-70","41,3"
"2026-04-02T15:34:02Z","rpi4-TRK-010","1.8.4","msg-00001595","2026-04-02T15:34:00Z","TRUCK-010","155","moving","0","862","7541","-34,4068","-58,0241","56,7","1","11,82","-78","37,2"
