lat,lon,bin_name
-34.5329,-58.2433,bin3163
-34.5328,-58.4367,bin3164
-34.5328,-58.3318,bin3165
-34.5327,-58.3285,bin3166
-34.5327,-58.2343,bin3167
-34.5326,-58.6186,bin3168
-34.5325,-58.4469,bin3169
-34.5325,-58.3303,bin3170
-34.5325,-58.2564,bin3171
-34.5325,-58.2486,bin3172
-34.5325,-58.2381,bin3173
-34.5325,-58.0197,bin3174
-34.5324,-58.4279,bin3175
-34.5324,-58.403,bin3176
-34.5324,-58.39,bin3177
-34.5324,-58.331,bin3178
-34.5323,-58.3234,bin3179
-34.5323,-58.2521,bin3180
-34.5321,-58.37,bin3181
-34.5321,-58.2384,bin3182
-34.532,-58.092,bin3183
-34.5319,-58.6156,bin3184
-34.5319,-57.9182,bin3185
-34.5318,-58.2364,bin3186
-34.5317,-58.336,bin3187
-34.5317,-58.3242,bin3188
-34.5317,-58.2389,bin3189
-34.5315,-58.2818,bin3190
-34.5315,-58.2478,bin3191
-34.5315,-58.2353,bin3192
-34.5315,-58.1881,bin3193
-34.5314,-58.0921,bin3194
-34.5314,-57.9809,bin3195
-34.5313,-57.8966,bin3196
-34.5312,-58.3291,bin3197
-34.5312,-58.2656,bin3198
-34.5311,-58.3324,bin3199
-34.5309,-58.3636,bin3200
-34.5309,-58.0987,bin3201
-34.5309,-58.0783,bin3202
-34.5309,-58.0217,bin3203
-34.5308,-58.2332,bin3204
-34.5307,-58.2721,bin3205
-34.5307,-58.2307,bin3206
-34.5307,-58.0698,bin3207
-34.5306,-58.2401,bin3208
-34.5305,-58.6101,bin3209
-34.5305,-58.4678,bin3210
-34.5305,-58.4641,bin3211
-34.5305,-58.4471,bin3212
-34.5305,-58.2497,bin3213
-34.5304,-58.2419,bin3214
-34.5304,-58.237,bin3215
-34.5304,-58.0895,bin3216
-34.5304,-58.0459,bin3217
-34.5303,-58.2285,bin3218
-34.5303,-58.0993,bin3219
-34.5302,-58.6181,bin3220
-34.5302,-58.0488,bin3221
-34.5302,-57.9826,bin3222
-34.5302,-57.8956,bin3223
-34.5301,-58.4386,bin3224
-34.5301,-58.0789,bin3225
-34.5301,-57.9163,bin3226
-34.53,-58.098,bin3227
-34.5299,-58.383,bin3228
-34.5299,-58.1626,bin3229
-34.5298,-58.3884,bin3230
-34.5297,-58.3744,bin3231
-34.5296,-58.2363,bin3232
-34.5296,-58.1882,bin3233
-34.5296,-58.0924,bin3234
-34.5296,-58.0733,bin3235
-34.5295,-58.3991,bin3236
-34.5295,-58.2484,bin3237
-34.5294,-58.2419,bin3238
-34.5293,-58.3761,bin3239
-34.5293,-58.2442,bin3240
-34.5292,-58.4602,bin3241
-34.5292,-58.4341,bin3242
-34.5291,-58.3166,bin3243
-34.5291,-58.2434,bin3244
-34.5291,-58.2426,bin3245
-34.5291,-58.2328,bin3246
-34.5291,-58.1027,bin3247
-34.529,-58.0202,bin3248
-34.5289,-58.3261,bin3249
-34.5288,-58.5924,bin3250
-34.5288,-58.4593,bin3251
-34.5288,-58.3788,bin3252
-34.5288,-58.0894,bin3253
-34.5286,-58.4584,bin3254
-34.5286,-58.3711,bin3255
-34.5286,-58.362,bin3256
-34.5286,-58.2832,bin3257
-34.5286,-58.2632,bin3258
-34.5285,-58.2704,bin3259
-34.5285,-58.1823,bin3260
-34.5284,-58.6017,bin3261
-34.5284,-58.1735,bin3262
-34.5282,-58.266,bin3263
-34.5282,-58.1707,bin3264
-34.5282,-58.0941,bin3265
-34.5281,-58.5337,bin3266
-34.5281,-57.8903,bin3267
-34.528,-58.3214,bin3268
-34.528,-58.1691,bin3269
-34.528,-58.0915,bin3270
-34.5279,-58.4285,bin3271
-34.5279,-58.2263,bin3272
-34.5278,-58.2275,bin3273
-34.5278,-58.1865,bin3274
-34.5278,-58.0936,bin3275
-34.5277,-58.0998,bin3276
-34.5277,-58.075,bin3277
-34.5276,-58.0879,bin3278
-34.5275,-58.3683,bin3279
-34.5275,-58.1684,bin3280
-34.5275,-58.1645,bin3281
-34.5274,-58.6163,bin3282
-34.5273,-58.6152,bin3283
-34.5273,-58.5946,bin3284
-34.5273,-58.4473,bin3285
-34.5273,-58.2347,bin3286
-34.5273,-57.9127,bin3287
-34.5272,-58.6088,bin3288
-34.5271,-58.3931,bin3289
-34.5271,-58.3806,bin3290
-34.5271,-58.2464,bin3291
-34.5271,-58.1713,bin3292
-34.5271,-58.1582,bin3293
-34.5271,-58.0988,bin3294
-34.5271,-58.0407,bin3295
-34.5271,-58.0384,bin3296
-34.5271,-57.8929,bin3297
-34.527,-58.5353,bin3298
-34.527,-58.3852,bin3299
-34.527,-58.3762,bin3300
-34.527,-58.3277,bin3301
-34.527,-58.2316,bin3302
-34.5268,-58.4584,bin3303
-34.5268,-58.3287,bin3304
-34.5268,-58.0836,bin3305
-34.5268,-57.9743,bin3306
-34.5267,-58.3198,bin3307
-34.5267,-58.2272,bin3308
-34.5267,-58.0431,bin3309
-34.5266,-58.6077,bin3310
-34.5266,-58.444,bin3311
-34.5266,-58.3694,bin3312
-34.5266,-58.3621,bin3313
-34.5265,-58.5911,bin3314
-34.5265,-58.0923,bin3315
-34.5264,-58.3245,bin3316
-34.5264,-58.2197,bin3317
-34.5264,-58.0716,bin3318
-34.5263,-58.4245,bin3319
-34.5263,-58.266,bin3320
-34.5263,-58.2547,bin3321
-34.5262,-58.33,bin3322
-34.5262,-58.268,bin3323
-34.5262,-57.9784,bin3324
-34.5261,-58.181,bin3325
-34.5259,-58.3786,bin3326
-34.5259,-58.3706,bin3327
-34.5259,-57.9773,bin3328
-34.5258,-58.0145,bin3329
-34.5258,-58.0134,bin3330
-34.5257,-58.0858,bin3331
-34.5256,-58.3747,bin3332
-34.5256,-58.2367,bin3333
-34.5255,-58.2294,bin3334
-34.5254,-58.3309,bin3335
-34.5254,-58.2779,bin3336
-34.5253,-58.4205,bin3337
-34.5253,-58.2604,bin3338
-34.5253,-58.224,bin3339
-34.5252,-58.4591,bin3340
-34.5252,-58.4317,bin3341
-34.5252,-58.2381,bin3342
-34.5252,-58.0885,bin3343
-34.5251,-58.2368,bin3344
-34.5251,-58.2321,bin3345
-34.525,-58.423,bin3346
-34.5249,-58.2385,bin3347
-34.5249,-57.9145,bin3348
-34.5248,-58.6057,bin3349
-34.5248,-58.3645,bin3350
-34.5248,-58.1694,bin3351
-34.5247,-58.2543,bin3352
-34.5247,-58.2229,bin3353
-34.5247,-58.0946,bin3354
-34.5247,-58.0685,bin3355
-34.5247,-57.8863,bin3356
-34.5246,-58.3577,bin3357
-34.5246,-58.3561,bin3358
-34.5246,-58.2221,bin3359
-34.5245,-58.2597,bin3360
-34.5245,-58.259,bin3361
-34.5244,-58.5347,bin3362
-34.5244,-58.3198,bin3363
-34.5241,-58.2399,bin3364
-34.5241,-58.0823,bin3365
-34.524,-58.1662,bin3366
-34.5239,-58.4396,bin3367
-34.5239,-58.3697,bin3368
-34.5239,-58.2305,bin3369
-34.5238,-58.3896,bin3370
-34.5238,-58.2394,bin3371
-34.5237,-57.9079,bin3372
-34.5236,-58.2413,bin3373
-34.5235,-58.2357,bin3374
-34.5235,-58.0687,bin3375
-34.5235,-57.9715,bin3376
-34.5233,-58.2376,bin3377
-34.5233,-58.0887,bin3378
-34.5233,-58.065,bin3379
-34.5233,-58.0328,bin3380
-34.5233,-57.9092,bin3381
-34.5232,-58.3188,bin3382
-34.5231,-58.4555,bin3383
-34.5231,-58.4208,bin3384
-34.5231,-58.3263,bin3385
-34.5231,-58.2269,bin3386
-34.5231,-58.1639,bin3387
-34.523,-58.2781,bin3388
-34.523,-58.2404,bin3389
-34.523,-58.2332,bin3390
-34.5229,-58.4252,bin3391
-34.5229,-58.251,bin3392
-34.5229,-58.2167,bin3393
-34.5229,-57.8836,bin3394
-34.5228,-58.2713,bin3395
-34.5228,-58.2598,bin3396
-34.5227,-58.4554,bin3397
-34.5227,-58.4508,bin3398
-34.5227,-58.4404,bin3399
-34.5227,-58.2365,bin3400
-34.5227,-58.216,bin3401
-34.5226,-58.2544,bin3402
-34.5226,-58.0831,bin3403
-34.5226,-58.0615,bin3404
-34.5225,-58.2734,bin3405
-34.5225,-58.2314,bin3406
-34.5225,-58.0888,bin3407
-34.5224,-58.325,bin3408
-34.5224,-58.1542,bin3409
-34.5224,-58.0305,bin3410
-34.5223,-58.0666,bin3411
-34.5222,-58.3696,bin3412
-34.5222,-58.1751,bin3413
-34.5222,-58.1546,bin3414
-34.5221,-58.6066,bin3415
-34.522,-58.5874,bin3416
-34.522,-58.3155,bin3417
-34.522,-58.2288,bin3418
-34.522,-58.2259,bin3419
-34.5219,-58.3145,bin3420
-34.5218,-58.2106,bin3421
-34.5218,-58.0908,bin3422
-34.5217,-58.2286,bin3423
-34.5217,-58.1788,bin3424
-34.5216,-58.4196,bin3425
-34.5215,-58.3532,bin3426
-34.5215,-58.2465,bin3427
-34.5215,-58.0134,bin3428
-34.5214,-58.6029,bin3429
-34.5214,-58.3671,bin3430
-34.5213,-58.6072,bin3431
-34.5213,-58.2564,bin3432
-34.5213,-58.0894,bin3433
-34.5212,-58.0831,bin3434
-34.5211,-58.2513,bin3435
-34.521,-58.2451,bin3436
-34.521,-58.225,bin3437
-34.5209,-58.225,bin3438
-34.5209,-58.0772,bin3439
-34.5208,-58.3226,bin3440
-34.5208,-58.201,bin3441
-34.5207,-58.3124,bin3442
-34.5206,-58.2233,bin3443
-34.5206,-58.0268,bin3444
-34.5206,-57.8823,bin3445
-34.5205,-58.3639,bin3446
-34.5205,-58.2315,bin3447
-34.5205,-58.0874,bin3448
-34.5204,-58.2517,bin3449
-34.5204,-58.0819,bin3450
-34.5204,-58.0786,bin3451
-34.5202,-58.3792,bin3452
-34.5202,-58.2395,bin3453
-34.5202,-58.2307,bin3454
-34.5202,-58.0051,bin3455
-34.5201,-57.9693,bin3456
-34.52,-58.5287,bin3457
-34.52,-58.082,bin3458
-34.5199,-58.4367,bin3459
-34.5199,-58.3663,bin3460
-34.5199,-58.222,bin3461
-34.5198,-58.391,bin3462
-34.5198,-58.269,bin3463
-34.5197,-58.1637,bin3464
-34.5197,-58.0861,bin3465
-34.5196,-58.2234,bin3466
-34.5195,-58.6035,bin3467
-34.5195,-58.3156,bin3468
-34.5195,-58.2227,bin3469
-34.5194,-58.1742,bin3470
-34.5194,-57.9046,bin3471
-34.5193,-58.426,bin3472
-34.5193,-58.2306,bin3473
-34.5193,-57.9058,bin3474
-34.5192,-58.3652,bin3475
-34.5192,-58.3563,bin3476
-34.5191,-58.2434,bin3477
-34.5191,-58.2085,bin3478
-34.519,-58.4525,bin3479
-34.519,-58.2184,bin3480
-34.5189,-58.1614,bin3481
-34.5189,-58.149,bin3482
-34.5188,-58.2215,bin3483
-34.5188,-58.0877,bin3484
-34.5186,-58.1608,bin3485
-34.5185,-58.217,bin3486
-34.5184,-58.4527,bin3487
-34.5184,-58.2509,bin3488
-34.5184,-58.0581,bin3489
-34.5183,-58.3217,bin3490
-34.5183,-58.2523,bin3491
-34.5183,-58.2257,bin3492
-34.5182,-58.4201,bin3493
-34.5182,-58.2246,bin3494
-34.5182,-58.2154,bin3495
-34.5181,-58.3665,bin3496
-34.5181,-58.235,bin3497
-34.5181,-58.2287,bin3498
-34.518,-58.3816,bin3499
-34.518,-58.3218,bin3500
-34.5179,-58.5843,bin3501
-34.5179,-58.2133,bin3502
-34.5179,-58.0875,bin3503
-34.5178,-58.2699,bin3504
-34.5178,-58.2359,bin3505
-34.5178,-58.2265,bin3506
-34.5177,-58.5164,bin3507
-34.5177,-58.3846,bin3508
-34.5177,-57.8812,bin3509
-34.5176,-58.3542,bin3510
-34.5176,-58.2715,bin3511
-34.5176,-58.2498,bin3512
-34.5176,-58.229,bin3513
-34.5176,-58.158,bin3514
-34.5176,-57.9006,bin3515
-34.5175,-58.4174,bin3516
-34.5175,-58.3489,bin3517
-34.5175,-58.3168,bin3518
-34.5175,-58.0651,bin3519
-34.5174,-58.159,bin3520
-34.5174,-58.0268,bin3521
-34.5173,-58.3487,bin3522
-34.5173,-58.1577,bin3523
-34.5172,-58.3524,bin3524
-34.5171,-58.3734,bin3525
-34.517,-58.5959,bin3526
-34.517,-58.4497,bin3527
-34.517,-58.2124,bin3528
-34.517,-58.2018,bin3529
-34.517,-58.0554,bin3530
-34.517,-58.004,bin3531
-34.5169,-58.5961,bin3532
-34.5169,-58.3097,bin3533
-34.5168,-58.3065,bin3534
-34.5167,-58.5877,bin3535
-34.5167,-58.5112,bin3536
-34.5167,-58.3152,bin3537
-34.5167,-58.1508,bin3538
-34.5166,-58.5257,bin3539
-34.5166,-58.4177,bin3540
-34.5166,-58.3762,bin3541
-34.5166,-58.2645,bin3542
-34.5166,-58.1539,bin3543
-34.5166,-58.1521,bin3544
-34.5166,-58.0745,bin3545
-34.5165,-58.3622,bin3546
-34.5165,-58.0805,bin3547
-34.5164,-58.2292,bin3548
-34.5164,-58.2153,bin3549
-34.5164,-58.0806,bin3550
-34.5164,-57.9677,bin3551
-34.5163,-58.6048,bin3552
-34.5163,-58.3089,bin3553
-34.5163,-58.2188,bin3554
-34.5162,-58.5806,bin3555
-34.5162,-58.5243,bin3556
-34.5162,-58.3147,bin3557
-34.5161,-58.2503,bin3558
-34.5161,-58.2012,bin3559
-34.5161,-58.0771,bin3560
-34.5161,-58.0034,bin3561
-34.516,-58.6004,bin3562
-34.516,-58.0823,bin3563
-34.5159,-58.1714,bin3564
-34.5158,-58.5084,bin3565
-34.5158,-58.4478,bin3566
-34.5158,-58.3609,bin3567
-34.5157,-58.2271,bin3568
-34.5156,-58.4093,bin3569
-34.5156,-58.2261,bin3570
-34.5156,-58.0633,bin3571
-34.5155,-58.2289,bin3572
-34.5155,-58.0706,bin3573
-34.5154,-58.4459,bin3574
-34.5154,-58.0011,bin3575
-34.5153,-58.5119,bin3576
-34.5153,-58.4185,bin3577
-34.5153,-58.249,bin3578
-34.5152,-58.2646,bin3579
-34.5152,-58.2139,bin3580
-34.5152,-58.0683,bin3581
-34.5151,-58.5224,bin3582
-34.5151,-58.386,bin3583
-34.5151,-58.355,bin3584
-34.515,-58.2391,bin3585
-34.515,-58.1446,bin3586
-34.515,-57.8803,bin3587
-34.5149,-58.3698,bin3588
-34.5149,-58.3202,bin3589
-34.5149,-58.307,bin3590
-34.5149,-58.217,bin3591
-34.5149,-58.2067,bin3592
-34.5148,-58.5967,bin3593
-34.5147,-58.5965,bin3594
-34.5147,-58.4167,bin3595
-34.5147,-58.2292,bin3596
-34.5146,-58.4498,bin3597
-34.5146,-58.4325,bin3598
-34.5146,-58.2482,bin3599
-34.5145,-58.5956,bin3600
-34.5145,-58.4303,bin3601
-34.5145,-58.0534,bin3602
-34.5144,-58.5834,bin3603
-34.5144,-58.3627,bin3604
-34.5144,-58.2667,bin3605
-34.5144,-58.1951,bin3606
-34.5143,-58.219,bin3607
-34.5143,-58.0794,bin3608
-34.5142,-58.6033,bin3609
-34.5142,-58.2129,bin3610
-34.5141,-58.3792,bin3611
-34.5141,-58.3541,bin3612
-34.514,-58.4479,bin3613
-34.514,-58.4126,bin3614
-34.514,-58.2263,bin3615
-34.514,-58.2154,bin3616
-34.514,-57.9978,bin3617
-34.5139,-58.5236,bin3618
-34.5139,-58.3128,bin3619
-34.5138,-58.3138,bin3620
-34.5138,-58.308,bin3621
-34.5138,-58.0855,bin3622
-34.5137,-58.3688,bin3623
-34.5137,-58.3595,bin3624
-34.5137,-58.0693,bin3625
-34.5136,-58.5747,bin3626
-34.5135,-58.3549,bin3627
-34.5135,-58.3124,bin3628
-34.5135,-58.0531,bin3629
-34.5133,-58.4426,bin3630
-34.5133,-58.0787,bin3631
-34.5132,-58.2156,bin3632
-34.5131,-58.2105,bin3633
-34.5131,-58.1452,bin3634
-34.513,-58.306,bin3635
-34.513,-57.9676,bin3636
-34.5129,-58.4119,bin3637
-34.5128,-58.4419,bin3638
-34.5128,-58.4396,bin3639
-34.5128,-58.2991,bin3640
-34.5128,-58.2215,bin3641
-34.5128,-57.962,bin3642
-34.5127,-58.3469,bin3643
-34.5127,-58.2133,bin3644
-34.5127,-58.1517,bin3645
-34.5127,-58.0581,bin3646
-34.5126,-58.0802,bin3647
-34.5126,-58.0801,bin3648
-34.5126,-58.0757,bin3649
-34.5125,-58.4285,bin3650
-34.5125,-58.3806,bin3651
-34.5125,-58.2135,bin3652
-34.5125,-57.8755,bin3653
-34.5124,-58.4095,bin3654
-34.5124,-58.3453,bin3655
-34.5124,-58.34,bin3656
-34.5124,-58.3048,bin3657
-34.5124,-58.2258,bin3658
-34.5123,-58.3471,bin3659
-34.5123,-58.2171,bin3660
-34.5123,-58.1641,bin3661
-34.5123,-58.0729,bin3662
-34.5121,-58.2144,bin3663
-34.5121,-58.2091,bin3664
-34.512,-58.5145,bin3665
-34.512,-58.2233,bin3666
-34.512,-58.2082,bin3667
-34.512,-58.0788,bin3668
-34.512,-58.0653,bin3669
-34.5119,-58.5227,bin3670
-34.5119,-58.2232,bin3671
-34.5119,-58.169,bin3672
-34.5118,-58.2213,bin3673
-34.5117,-58.5756,bin3674
-34.5116,-58.2664,bin3675
-34.5116,-58.078,bin3676
-34.5115,-58.4129,bin3677
-34.5115,-58.3132,bin3678
-34.5115,-58.0265,bin3679
-34.5115,-58.0251,bin3680
-34.5114,-58.5032,bin3681
-34.5114,-58.1494,bin3682
-34.5114,-58.1392,bin3683
-34.5113,-58.365,bin3684
-34.5113,-58.2106,bin3685
-34.5112,-58.3782,bin3686
-34.5111,-58.2274,bin3687
-34.5111,-58.058,bin3688
-34.511,-58.3081,bin3689
-34.511,-58.2165,bin3690
-34.5109,-58.2485,bin3691
-34.5106,-58.5039,bin3692
-34.5106,-58.4415,bin3693
-34.5106,-58.3033,bin3694
-34.5105,-57.9984,bin3695
-34.5105,-57.8756,bin3696
-34.5104,-58.3643,bin3697
-34.5104,-58.3488,bin3698
-34.5104,-58.2428,bin3699
-34.5104,-58.2079,bin3700
-34.5104,-58.2009,bin3701
-34.5103,-58.5915,bin3702
-34.5103,-58.1533,bin3703
-34.5103,-57.9592,bin3704
-34.5102,-57.8945,bin3705
-34.5101,-58.237,bin3706
-34.51,-58.1895,bin3707
-34.5099,-58.593,bin3708
-34.5099,-58.5168,bin3709
-34.5099,-58.4007,bin3710
-34.5099,-58.2999,bin3711
-34.5098,-58.435,bin3712
-34.5098,-58.0502,bin3713
-34.5097,-58.3049,bin3714
-34.5097,-58.2415,bin3715
-34.5097,-58.1503,bin3716
-34.5096,-58.4395,bin3717
-34.5096,-58.0642,bin3718
-34.5096,-58.0451,bin3719
-34.5095,-58.209,bin3720
-34.5095,-58.1946,bin3721
-34.5095,-58.0754,bin3722
-34.5095,-58.0195,bin3723
-34.5094,-58.5226,bin3724
-34.5094,-58.2627,bin3725
-34.5094,-57.8943,bin3726
-34.5093,-58.3066,bin3727
-34.5093,-58.2078,bin3728
-34.5093,-58.0692,bin3729
-34.5093,-57.8722,bin3730
-34.5092,-58.5743,bin3731
-34.5092,-58.4179,bin3732
-34.5092,-58.3375,bin3733
-34.5092,-58.261,bin3734
-34.5091,-58.2377,bin3735
-34.5091,-58.2245,bin3736
-34.5091,-58.0752,bin3737
-34.5091,-57.9571,bin3738
-34.509,-58.209,bin3739
-34.509,-58.063,bin3740
-34.5089,-58.3431,bin3741
-34.5089,-58.1447,bin3742
-34.5089,-58.0546,bin3743
-34.5088,-58.3081,bin3744
-34.5088,-58.1639,bin3745
-34.5088,-58.1364,bin3746
-34.5088,-57.8923,bin3747
-34.5087,-58.3119,bin3748
-34.5087,-58.243,bin3749
-34.5087,-58.2331,bin3750
-34.5087,-58.2034,bin3751
-34.5086,-58.2602,bin3752
-34.5086,-58.1373,bin3753
-34.5085,-58.4394,bin3754
-34.5085,-58.4259,bin3755
-34.5085,-58.2983,bin3756
-34.5085,-58.2346,bin3757
-34.5085,-58.2028,bin3758
-34.5085,-58.1904,bin3759
-34.5085,-58.0792,bin3760
-34.5085,-58.071,bin3761
-34.5085,-57.8699,bin3762
-34.5084,-58.2093,bin3763
-34.5083,-58.3463,bin3764
-34.5083,-58.3073,bin3765
-34.5082,-58.3361,bin3766
-34.5082,-58.2146,bin3767
-34.5082,-58.2052,bin3768
-34.5082,-57.9588,bin3769
-34.5081,-58.353,bin3770
-34.5081,-58.2632,bin3771
-34.5081,-57.9926,bin3772
-34.508,-58.5895,bin3773
-34.508,-58.4048,bin3774
-34.508,-58.2987,bin3775
-34.508,-58.2351,bin3776
-34.5079,-58.4979,bin3777
-34.5079,-58.2165,bin3778
-34.5077,-58.5951,bin3779
-34.5077,-58.3037,bin3780
-34.5075,-58.4249,bin3781
-34.5075,-58.218,bin3782
-34.5074,-58.3525,bin3783
-34.5074,-58.3047,bin3784
-34.5074,-58.2381,bin3785
-34.5073,-58.5857,bin3786
-34.5073,-58.1852,bin3787
-34.5072,-58.4067,bin3788
-34.5072,-58.361,bin3789
-34.5072,-58.3546,bin3790
-34.5071,-58.2262,bin3791
-34.5071,-58.2106,bin3792
-34.5071,-58.0754,bin3793
-34.507,-58.4343,bin3794
-34.507,-58.3352,bin3795
-34.507,-58.2288,bin3796
-34.5069,-58.5895,bin3797
-34.5069,-58.307,bin3798
-34.5069,-58.2555,bin3799
-34.5069,-58.2113,bin3800
-34.5069,-57.9508,bin3801
-34.5068,-58.1346,bin3802
-34.5068,-57.8901,bin3803
-34.5067,-58.5693,bin3804
-34.5067,-58.2599,bin3805
-34.5066,-58.5113,bin3806
-34.5066,-58.1632,bin3807
-34.5065,-58.5877,bin3808
-34.5065,-58.2259,bin3809
-34.5064,-58.0657,bin3810
-34.5063,-58.218,bin3811
-34.5063,-58.1513,bin3812
-34.5063,-58.0114,bin3813
-34.5062,-58.0583,bin3814
-34.5061,-58.4329,bin3815
-34.5061,-58.0407,bin3816
-34.506,-58.1591,bin3817
-34.5059,-58.346,bin3818
-34.5059,-58.2225,bin3819
-34.5058,-58.2008,bin3820
-34.5058,-58.0708,bin3821
-34.5057,-58.2142,bin3822
-34.5057,-57.8867,bin3823
-34.5056,-58.2193,bin3824
-34.5056,-58.0166,bin3825
-34.5055,-58.4984,bin3826
-34.5055,-58.3466,bin3827
-34.5055,-58.2171,bin3828
-34.5054,-58.371,bin3829
-34.5054,-58.2166,bin3830
-34.5054,-58.2049,bin3831
-34.5054,-58.0148,bin3832
-34.5053,-58.3395,bin3833
-34.5053,-58.0689,bin3834
-34.5051,-58.5205,bin3835
-34.5051,-58.2054,bin3836
-34.5051,-58.1991,bin3837
-34.505,-58.351,bin3838
-34.505,-58.2349,bin3839
-34.505,-58.0645,bin3840
-34.5049,-58.1466,bin3841
-34.5048,-58.1449,bin3842
-34.5047,-58.5148,bin3843
-34.5047,-58.0722,bin3844
-34.5047,-58.0649,bin3845
-34.5046,-58.4015,bin3846
-34.5046,-58.2573,bin3847
-34.5045,-58.4038,bin3848
-34.5045,-58.298,bin3849
-34.5045,-58.2941,bin3850
-34.5045,-58.2142,bin3851
-34.5045,-58.0617,bin3852
-34.5045,-58.0546,bin3853
-34.5044,-58.5672,bin3854
-34.5042,-58.2154,bin3855
-34.5041,-58.3577,bin3856
-34.5041,-58.2085,bin3857
-34.5041,-58.1423,bin3858
-34.5038,-58.4345,bin3859
-34.5038,-58.3702,bin3860
-34.5038,-58.3002,bin3861
-34.5038,-58.0706,bin3862
-34.5037,-58.5864,bin3863
-34.5037,-58.3349,bin3864
-34.5036,-58.5133,bin3865
-34.5036,-58.4175,bin3866
-34.5036,-58.3951,bin3867
-34.5036,-58.202,bin3868
-34.5036,-57.8641,bin3869
-34.5035,-58.4359,bin3870
-34.5035,-58.2577,bin3871
-34.5035,-58.1996,bin3872
-34.5035,-58.192,bin3873
-34.5035,-58.1608,bin3874
-34.5034,-58.3664,bin3875
-34.5034,-58.2931,bin3876
-34.5033,-58.3586,bin3877
-34.5033,-57.9492,bin3878
-34.5032,-58.5092,bin3879
-34.5032,-58.2067,bin3880
-34.5032,-58.1993,bin3881
-34.5032,-58.0416,bin3882
-34.5031,-58.1819,bin3883
-34.5031,-58.1412,bin3884
-34.503,-58.3349,bin3885
-34.503,-58.0473,bin3886
-34.5028,-58.5104,bin3887
-34.5028,-58.3398,bin3888
-34.5027,-58.4034,bin3889
-34.5027,-58.3048,bin3890
-34.5027,-58.2999,bin3891
-34.5027,-58.2091,bin3892
-34.5026,-58.401,bin3893
-34.5026,-58.3008,bin3894
-34.5026,-58.0699,bin3895
-34.5026,-58.0589,bin3896
-34.5025,-58.5824,bin3897
-34.5025,-58.5094,bin3898
-34.5025,-58.255,bin3899
-34.5025,-58.2338,bin3900
-34.5025,-58.2105,bin3901
-34.5025,-57.9903,bin3902
-34.5024,-58.4342,bin3903
-34.5024,-58.2921,bin3904
-34.5024,-58.2355,bin3905
-34.5024,-58.1976,bin3906
-34.5024,-58.0694,bin3907
-34.5024,-58.0504,bin3908
-34.5024,-57.8657,bin3909
-34.5023,-58.2351,bin3910
-34.5023,-58.0394,bin3911
-34.5023,-58.0381,bin3912
-34.5022,-58.2876,bin3913
-34.5022,-58.1313,bin3914
-34.5021,-58.1469,bin3915
-34.5021,-58.0471,bin3916
-34.502,-58.5078,bin3917
-34.502,-58.2348,bin3918
-34.502,-58.0601,bin3919
-34.502,-58.0565,bin3920
-34.5018,-58.2151,bin3921
-34.5017,-58.3925,bin3922
-34.5017,-58.2964,bin3923
-34.5017,-58.2492,bin3924
-34.5017,-58.0609,bin3925
-34.5016,-58.5834,bin3926
-34.5016,-58.4947,bin3927
-34.5016,-58.2064,bin3928
-34.5015,-58.205,bin3929
-34.5015,-58.1997,bin3930
-34.5014,-58.5783,bin3931
-34.5014,-58.4157,bin3932
-34.5014,-58.2137,bin3933
-34.5014,-58.2044,bin3934
-34.5014,-58.2009,bin3935
-34.5014,-58.064,bin3936
-34.5013,-58.3515,bin3937
-34.5013,-58.1531,bin3938
-34.5013,-58.0609,bin3939
-34.5012,-58.0692,bin3940
-34.5012,-58.0673,bin3941
-34.5011,-58.25,bin3942
-34.5011,-58.2263,bin3943
-34.501,-58.3639,bin3944
-34.501,-58.3009,bin3945
-34.5009,-58.3419,bin3946
-34.5009,-58.0418,bin3947
-34.5009,-57.9894,bin3948
-34.5008,-58.2216,bin3949
-34.5007,-58.3009,bin3950
-34.5007,-58.2977,bin3951
-34.5007,-58.0118,bin3952
-34.5007,-58.0091,bin3953
-34.5006,-58.4876,bin3954
-34.5006,-58.2937,bin3955
-34.5005,-58.2214,bin3956
-34.5005,-58.2071,bin3957
-34.5004,-58.4255,bin3958
-34.5004,-58.4153,bin3959
-34.5004,-58.346,bin3960
-34.5004,-58.3303,bin3961
-34.5004,-57.9884,bin3962
-34.5003,-58.1542,bin3963
-34.5003,-58.1403,bin3964
-34.5002,-58.2158,bin3965
-34.5002,-58.1941,bin3966
-34.5,-58.2073,bin3967
-34.5,-58.1824,bin3968
-34.5,-58.1445,bin3969
-34.4999,-58.3307,bin3970
-34.4999,-58.3006,bin3971
-34.4998,-58.3589,bin3972
-34.4998,-57.8839,bin3973
-34.4997,-58.5058,bin3974
-34.4996,-58.2107,bin3975
-34.4995,-58.3336,bin3976
-34.4995,-58.2089,bin3977
-34.4995,-58.1286,bin3978
-34.4994,-58.2522,bin3979
-34.4994,-58.0641,bin3980
-34.4993,-58.1886,bin3981
-34.4992,-58.229,bin3982
-34.4992,-58.2012,bin3983
-34.4991,-58.5845,bin3984
-34.4991,-58.567,bin3985
-34.4991,-58.2951,bin3986
-34.4991,-57.8618,bin3987
-34.4989,-58.5014,bin3988
-34.4989,-58.4314,bin3989
-34.4989,-58.4288,bin3990
-34.4989,-58.2856,bin3991
-34.4988,-58.5582,bin3992
-34.4988,-58.4277,bin3993
-34.4988,-58.2894,bin3994
