truck_id,aws_ingest_ts_utc,lat,lon,gross_weight_kg,payload_kg
TRUCK-022,2026-04-01 18:32:04+00:00,-34.5593,-58.4951,7772,505
TRUCK-022,2026-04-01 18:53:09+00:00,-34.5557,-58.4936,7795,505
TRUCK-022,2026-04-01 19:01:09+00:00,-34.5563,-58.4885,7803,505
TRUCK-022,2026-04-01 19:13:10+00:00,-34.5544,-58.4863,10297,3061
TRUCK-022,2026-04-01 19:25:10+00:00,-34.5472,-58.4837,9737,2448
TRUCK-022,2026-04-01 19:41:10+00:00,-34.5465,-58.4789,9712,2448
TRUCK-022,2026-04-01 20:02:04+00:00,-34.5442,-58.4757,9753,2448
TRUCK-022,2026-04-01 20:22:05+00:00,-34.5454,-58.4786,9677,2448
TRUCK-022,2026-04-01 20:35:09+00:00,-34.5432,-58.4744,8259,1028
TRUCK-022,2026-04-01 20:53:08+00:00,-34.5399,-58.4735,8332,1028
TRUCK-022,2026-04-01 21:11:05+00:00,-34.5388,-58.4684,9692,2428
TRUCK-022,2026-04-01 21:23:03+00:00,-34.533,-58.4661,9734,2428
TRUCK-022,2026-04-01 21:34:02+00:00,-34.5333,-58.4649,9072,1808
TRUCK-022,2026-04-01 21:41:09+00:00,-34.5292,-58.4602,9095,1808
TRUCK-022,2026-04-01 22:02:04+00:00,-34.5286,-58.4584,9036,1808
TRUCK-022,2026-04-01 22:23:03+00:00,-34.5268,-58.4584,9108,1808
TRUCK-022,2026-04-01 22:37:10+00:00,-34.5227,-58.4554,7638,369
TRUCK-022,2026-04-01 22:46:10+00:00,-34.5227,-58.4508,7911,675
TRUCK-022,2026-04-01 22:57:10+00:00,-34.519,-58.4525,7983,675
TRUCK-022,2026-04-01 23:13:10+00:00,-34.5154,-58.4459,7941,675
TRUCK-022,2026-04-01 23:34:06+00:00,-34.514,-58.4479,7573,283
TRUCK-022,2026-04-01 23:50:08+00:00,-34.5133,-58.4426,7536,283
TRUCK-022,2026-04-02 00:06:06+00:00,-34.5128,-58.4396,7568,283
TRUCK-022,2026-04-02 00:26:02+00:00,-34.5085,-58.4394,7531,283
TRUCK-022,2026-04-02 00:34:03+00:00,-34.5098,-58.435,7321,35
TRUCK-022,2026-04-02 00:50:02+00:00,-34.5035,-58.4359,7328,35
TRUCK-022,2026-04-02 00:56:04+00:00,-34.5061,-58.4329,7312,35
TRUCK-022,2026-04-02 01:15:06+00:00,-34.4988,-58.4277,7291,35
TRUCK-022,2026-04-02 01:28:08+00:00,-34.5004,-58.4255,7283,0
TRUCK-022,2026-04-02 01:39:07+00:00,-34.496,-58.4253,7238,0
TRUCK-022,2026-04-02 01:52:08+00:00,-34.4975,-58.4222,7284,0
TRUCK-022,2026-04-02 02:04:07+00:00,-34.49,-58.4189,8346,1076
TRUCK-022,2026-04-02 02:20:09+00:00,-34.4907,-58.4141,7732,445
TRUCK-022,2026-04-02 02:41:06+00:00,-34.4908,-58.4145,7733,445
TRUCK-022,2026-04-02 02:56:04+00:00,-34.4866,-58.413,7750,445
TRUCK-022,2026-04-02 03:07:06+00:00,-34.4864,-58.407,7708,445
TRUCK-022,2026-04-02 03:17:01+00:00,-34.4844,-58.4054,7478,247
TRUCK-022,2026-04-02 03:30:04+00:00,-34.4817,-58.4031,7543,247
TRUCK-022,2026-04-02 03:47:11+00:00,-34.4763,-58.401,9343,2105
TRUCK-022,2026-04-02 04:01:05+00:00,-34.4772,-58.3975,9398,2105
TRUCK-022,2026-04-02 04:09:09+00:00,-34.4743,-58.3964,9004,1739
TRUCK-022,2026-04-02 04:15:07+00:00,-34.4722,-58.3958,8999,1739
TRUCK-022,2026-04-02 04:29:04+00:00,-34.4703,-58.393,9028,1739
TRUCK-022,2026-04-02 04:49:05+00:00,-34.4701,-58.391,8982,1739
TRUCK-022,2026-04-02 04:56:04+00:00,-34.4678,-58.3891,8479,1171
TRUCK-022,2026-04-02 05:09:03+00:00,-34.4613,-58.3836,9979,2696
TRUCK-022,2026-04-02 05:19:06+00:00,-34.4631,-58.3823,9961,2696
TRUCK-022,2026-04-02 05:34:05+00:00,-34.4609,-58.3828,9985,2696
TRUCK-022,2026-04-02 05:46:03+00:00,-34.4586,-58.3806,8920,1656
TRUCK-022,2026-04-02 05:57:09+00:00,-34.4539,-58.3759,8930,1656
TRUCK-022,2026-04-02 06:14:05+00:00,-34.4515,-58.3715,8925,1656
TRUCK-022,2026-04-02 06:24:06+00:00,-34.4513,-58.373,8947,1656
TRUCK-022,2026-04-02 06:41:01+00:00,-34.4498,-58.3686,8210,913
TRUCK-022,2026-04-02 07:02:02+00:00,-34.4486,-58.3657,8204,913
TRUCK-022,2026-04-02 07:14:08+00:00,-34.4419,-58.3639,8162,913
TRUCK-022,2026-04-02 07:27:09+00:00,-34.4453,-58.3594,8186,913
TRUCK-022,2026-04-02 07:42:04+00:00,-34.4407,-58.3604,8044,750
TRUCK-022,2026-04-02 07:48:07+00:00,-34.4373,-58.3551,8035,750
TRUCK-022,2026-04-02 07:59:09+00:00,-34.435,-58.3546,8015,750
TRUCK-022,2026-04-02 08:14:04+00:00,-34.4334,-58.3515,8848,1590
TRUCK-022,2026-04-02 08:34:08+00:00,-34.4334,-58.3485,7959,692
TRUCK-022,2026-04-02 08:53:01+00:00,-34.4274,-58.3457,7934,692
TRUCK-022,2026-04-02 08:59:02+00:00,-34.4276,-58.3441,7984,692
TRUCK-022,2026-04-02 09:14:09+00:00,-34.4244,-58.3441,7959,692
TRUCK-022,2026-04-02 09:25:05+00:00,-34.426,-58.34,7666,430
TRUCK-022,2026-04-02 09:43:01+00:00,-34.4196,-58.3384,7698,430
TRUCK-022,2026-04-02 09:55:07+00:00,-34.419,-58.3357,8031,800
TRUCK-022,2026-04-02 10:11:05+00:00,-34.4185,-58.3337,8086,800
TRUCK-022,2026-04-02 10:25:06+00:00,-34.4126,-58.3314,7884,637
TRUCK-022,2026-04-02 10:35:02+00:00,-34.4123,-58.3291,7869,637
TRUCK-022,2026-04-02 10:51:07+00:00,-34.4101,-58.3237,7873,637
TRUCK-022,2026-04-02 11:04:03+00:00,-34.411,-58.3234,7934,637
TRUCK-022,2026-04-02 11:10:07+00:00,-34.4091,-58.3182,7653,400
TRUCK-022,2026-04-02 11:22:04+00:00,-34.4057,-58.3176,8528,1264
TRUCK-022,2026-04-02 11:42:10+00:00,-34.402,-58.3156,8499,1264
TRUCK-022,2026-04-02 12:02:10+00:00,-34.4033,-58.314,8503,1264
TRUCK-022,2026-04-02 12:23:10+00:00,-34.3968,-58.3093,7734,494
TRUCK-022,2026-04-02 12:37:01+00:00,-34.3991,-58.3108,7783,494
TRUCK-022,2026-04-02 12:58:01+00:00,-34.3964,-58.3071,7741,494
TRUCK-022,2026-04-02 13:16:09+00:00,-34.3912,-58.3011,7756,494
TRUCK-022,2026-04-02 13:23:02+00:00,-34.3913,-58.3037,7551,314
TRUCK-022,2026-04-02 13:37:04+00:00,-34.3904,-58.3013,7566,314
TRUCK-022,2026-04-02 13:48:04+00:00,-34.3883,-58.2944,7574,314
TRUCK-022,2026-04-02 14:09:07+00:00,-34.383,-58.2947,7543,314
TRUCK-022,2026-04-02 14:21:06+00:00,-34.3826,-58.2908,7318,37
TRUCK-022,2026-04-02 14:30:11+00:00,-34.3802,-58.29,7327,37
TRUCK-022,2026-04-02 14:41:02+00:00,-34.3746,-58.2891,7334,37
TRUCK-022,2026-04-02 14:59:09+00:00,-34.3737,-58.282,9324,2078
TRUCK-022,2026-04-02 15:09:06+00:00,-34.3732,-58.2794,8564,1278
TRUCK-022,2026-04-02 15:28:08+00:00,-34.3711,-58.2779,8562,1278
TRUCK-022,2026-04-02 15:44:10+00:00,-34.3696,-58.2777,8576,1278
TRUCK-022,2026-04-02 16:05:05+00:00,-34.3665,-58.2734,8553,1278
TRUCK-022,2026-04-02 16:18:09+00:00,-34.3639,-58.2738,8227,945
TRUCK-022,2026-04-02 16:36:01+00:00,-34.3652,-58.2718,8242,945
TRUCK-022,2026-04-02 16:44:07+00:00,-34.3614,-58.2678,9357,2096
TRUCK-022,2026-04-02 16:59:10+00:00,-34.3592,-58.2658,9361,2096
TRUCK-022,2026-04-02 17:14:01+00:00,-34.3586,-58.264,7639,384
TRUCK-022,2026-04-02 17:24:09+00:00,-34.3527,-58.2577,7619,384
TRUCK-022,2026-04-02 17:40:06+00:00,-34.3552,-58.2552,7641,384
TRUCK-022,2026-04-02 17:53:06+00:00,-34.3498,-58.2532,7654,384
TRUCK-022,2026-04-02 18:07:01+00:00,-34.3472,-58.2538,7439,175
TRUCK-023,2026-04-01 05:39:09+00:00,-34.6405,-58.3712,10347,3114
TRUCK-023,2026-04-01 05:59:08+00:00,-34.6385,-58.3674,10355,3114
TRUCK-023,2026-04-01 06:15:07+00:00,-34.6376,-58.3644,10299,3114
TRUCK-023,2026-04-01 06:24:08+00:00,-34.6352,-58.3644,7906,691
TRUCK-023,2026-04-01 06:35:04+00:00,-34.6315,-58.3606,7909,691
TRUCK-023,2026-04-01 06:47:02+00:00,-34.6298,-58.3577,7907,691
TRUCK-023,2026-04-01 07:06:06+00:00,-34.6259,-58.3575,8279,1050
TRUCK-023,2026-04-01 07:22:02+00:00,-34.6272,-58.3513,7781,545
TRUCK-023,2026-04-01 07:30:07+00:00,-34.6267,-58.3525,7778,545
TRUCK-023,2026-04-01 07:40:01+00:00,-34.6225,-58.3484,7763,545
TRUCK-023,2026-04-01 07:51:08+00:00,-34.6171,-58.3443,7807,545
TRUCK-023,2026-04-01 08:06:03+00:00,-34.6158,-58.3432,7298,107
TRUCK-023,2026-04-01 08:20:07+00:00,-34.6182,-58.3423,7305,107
TRUCK-023,2026-04-01 08:39:02+00:00,-34.6114,-58.3396,8679,1447
TRUCK-023,2026-04-01 08:55:07+00:00,-34.61,-58.34,8669,1447
TRUCK-023,2026-04-01 09:11:04+00:00,-34.6083,-58.3373,7892,685
TRUCK-023,2026-04-01 09:24:08+00:00,-34.6059,-58.3349,7889,685
TRUCK-023,2026-04-01 09:41:02+00:00,-34.6051,-58.3315,7889,685
TRUCK-023,2026-04-01 09:53:07+00:00,-34.6054,-58.3253,7922,685
TRUCK-023,2026-04-01 10:05:06+00:00,-34.5986,-58.3246,7554,322
TRUCK-023,2026-04-01 10:19:01+00:00,-34.6014,-58.3221,7956,733
TRUCK-023,2026-04-01 10:33:01+00:00,-34.5969,-58.3186,7942,733
TRUCK-023,2026-04-01 10:54:05+00:00,-34.5947,-58.3201,7944,733
TRUCK-023,2026-04-01 11:13:10+00:00,-34.5949,-58.3181,7448,233
TRUCK-023,2026-04-01 11:20:07+00:00,-34.5887,-58.3134,7420,233
TRUCK-023,2026-04-01 11:37:03+00:00,-34.5907,-58.3126,7447,233
TRUCK-023,2026-04-01 11:50:07+00:00,-34.5845,-58.3064,7477,233
TRUCK-023,2026-04-01 11:58:01+00:00,-34.5865,-58.3034,7245,39
TRUCK-023,2026-04-01 12:12:02+00:00,-34.5814,-58.3027,7252,39
TRUCK-023,2026-04-01 12:27:03+00:00,-34.5814,-58.2985,7283,39
TRUCK-023,2026-04-01 12:44:09+00:00,-34.5767,-58.2965,7277,39
TRUCK-023,2026-04-01 13:01:07+00:00,-34.5768,-58.2985,7236,0
TRUCK-023,2026-04-01 13:10:07+00:00,-34.5758,-58.2963,7231,0
TRUCK-023,2026-04-01 13:22:02+00:00,-34.5731,-58.2926,7218,0
TRUCK-023,2026-04-01 13:31:10+00:00,-34.5716,-58.2885,8524,1315
TRUCK-023,2026-04-01 13:43:09+00:00,-34.5689,-58.2849,7720,478
TRUCK-023,2026-04-01 13:55:04+00:00,-34.5627,-58.2818,7677,478
TRUCK-023,2026-04-01 14:10:10+00:00,-34.5654,-58.2844,7673,478
TRUCK-023,2026-04-01 14:21:07+00:00,-34.5636,-58.2795,7703,478
TRUCK-023,2026-04-01 14:36:01+00:00,-34.5569,-58.275,7508,321
TRUCK-023,2026-04-01 14:53:11+00:00,-34.5565,-58.2744,7579,321
TRUCK-023,2026-04-01 15:10:05+00:00,-34.5541,-58.2731,9193,1984
TRUCK-023,2026-04-01 15:20:09+00:00,-34.5518,-58.2684,9213,1984
TRUCK-023,2026-04-01 15:40:06+00:00,-34.5535,-58.2668,7991,741
TRUCK-023,2026-04-01 16:00:10+00:00,-34.5513,-58.2637,7927,741
TRUCK-023,2026-04-01 16:17:02+00:00,-34.5465,-58.2655,7927,741
TRUCK-023,2026-04-01 16:24:11+00:00,-34.5418,-58.2601,7973,741
TRUCK-023,2026-04-01 16:41:03+00:00,-34.5434,-58.256,7638,435
TRUCK-023,2026-04-01 16:59:09+00:00,-34.5399,-58.2561,10144,2915
TRUCK-023,2026-04-01 17:18:07+00:00,-34.5352,-58.2511,10143,2915
TRUCK-023,2026-04-01 17:33:04+00:00,-34.5367,-58.2512,10116,2915
TRUCK-023,2026-04-01 17:49:09+00:00,-34.5355,-58.2465,8076,891
TRUCK-023,2026-04-01 18:06:10+00:00,-34.5329,-58.2433,8097,891
TRUCK-023,2026-04-01 18:12:02+00:00,-34.5294,-58.2419,8100,891
TRUCK-023,2026-04-01 18:31:08+00:00,-34.5291,-58.2426,8139,891
TRUCK-023,2026-04-01 18:41:08+00:00,-34.5241,-58.2399,7476,229
TRUCK-023,2026-04-01 18:59:03+00:00,-34.5235,-58.2357,7437,229
TRUCK-023,2026-04-01 19:14:09+00:00,-34.5227,-58.2365,7445,229
TRUCK-023,2026-04-01 19:27:04+00:00,-34.5193,-58.2306,7429,229
TRUCK-023,2026-04-01 19:34:08+00:00,-34.5147,-58.2292,7310,54
TRUCK-023,2026-04-01 19:52:07+00:00,-34.5176,-58.229,7316,54
TRUCK-023,2026-04-01 20:11:01+00:00,-34.5156,-58.2261,7259,54
TRUCK-023,2026-04-01 20:31:02+00:00,-34.5091,-58.2245,9379,2151
TRUCK-023,2026-04-01 20:42:10+00:00,-34.511,-58.2165,7496,264
TRUCK-023,2026-04-01 20:49:04+00:00,-34.5045,-58.2142,7498,264
TRUCK-023,2026-04-01 21:00:03+00:00,-34.5042,-58.2154,7501,264
TRUCK-023,2026-04-01 21:11:05+00:00,-34.5014,-58.2137,7516,264
TRUCK-023,2026-04-01 21:18:09+00:00,-34.5027,-58.2091,7284,28
TRUCK-023,2026-04-01 21:27:04+00:00,-34.5,-58.2073,7213,28
TRUCK-023,2026-04-01 21:43:05+00:00,-34.4948,-58.2066,8951,1721
TRUCK-023,2026-04-01 21:54:11+00:00,-34.4921,-58.2022,8954,1721
TRUCK-023,2026-04-01 22:01:04+00:00,-34.4944,-58.2011,8480,1244
TRUCK-023,2026-04-01 22:11:05+00:00,-34.4893,-58.1986,8450,1244
TRUCK-023,2026-04-01 22:29:09+00:00,-34.49,-58.195,8504,1244
TRUCK-023,2026-04-01 22:50:05+00:00,-34.4833,-58.1911,8431,1244
TRUCK-023,2026-04-01 22:58:03+00:00,-34.4855,-58.1912,7368,152
TRUCK-023,2026-04-01 23:09:04+00:00,-34.4789,-58.186,8326,1138
TRUCK-023,2026-04-01 23:16:06+00:00,-34.4794,-58.1838,8352,1138
TRUCK-023,2026-04-01 23:33:07+00:00,-34.4745,-58.1818,8327,1138
TRUCK-023,2026-04-01 23:40:06+00:00,-34.4737,-58.182,7513,302
TRUCK-023,2026-04-01 23:59:08+00:00,-34.4742,-58.1787,7497,302
TRUCK-023,2026-04-02 00:05:07+00:00,-34.4728,-58.1783,7497,302
TRUCK-023,2026-04-02 00:25:10+00:00,-34.4687,-58.1713,7492,302
TRUCK-023,2026-04-02 00:31:02+00:00,-34.4658,-58.1692,7306,58
TRUCK-023,2026-04-02 00:46:11+00:00,-34.4632,-58.1662,7314,58
TRUCK-023,2026-04-02 00:56:07+00:00,-34.4613,-58.166,7310,58
TRUCK-023,2026-04-02 01:17:07+00:00,-34.4615,-58.1666,7304,58
TRUCK-023,2026-04-02 01:29:09+00:00,-34.4596,-58.1612,7187,0
TRUCK-023,2026-04-02 01:39:10+00:00,-34.4552,-58.1615,7236,0
TRUCK-023,2026-04-02 01:50:03+00:00,-34.4527,-58.1579,7249,0
TRUCK-023,2026-04-02 02:02:10+00:00,-34.4528,-58.1564,7559,306
TRUCK-023,2026-04-02 02:10:02+00:00,-34.4498,-58.1514,7369,156
TRUCK-023,2026-04-02 02:21:06+00:00,-34.4497,-58.1472,7411,156
TRUCK-023,2026-04-02 02:29:02+00:00,-34.4447,-58.1477,7382,156
TRUCK-023,2026-04-02 02:45:05+00:00,-34.4426,-58.1449,7379,156
TRUCK-023,2026-04-02 03:05:05+00:00,-34.4419,-58.1398,7234,0
TRUCK-023,2026-04-02 03:25:10+00:00,-34.4412,-58.14,7226,0
TRUCK-023,2026-04-02 03:31:08+00:00,-34.4374,-58.1374,8593,1403
TRUCK-023,2026-04-02 03:47:07+00:00,-34.4324,-58.1339,8657,1403
TRUCK-023,2026-04-02 03:54:11+00:00,-34.4302,-58.133,7769,568
TRUCK-023,2026-04-02 04:05:05+00:00,-34.4288,-58.1302,7758,568
TRUCK-023,2026-04-02 04:16:10+00:00,-34.4294,-58.1297,7777,568
TRUCK-023,2026-04-02 04:34:02+00:00,-34.424,-58.1245,7810,568
TRUCK-023,2026-04-02 04:53:06+00:00,-34.4245,-58.1229,7593,389
TRUCK-023,2026-04-02 05:00:09+00:00,-34.4248,-58.1182,9573,2348
TRUCK-023,2026-04-02 05:11:03+00:00,-34.4204,-58.1175,9610,2348
TRUCK-023,2026-04-02 05:30:07+00:00,-34.418,-58.1176,9579,2348
TRUCK-023,2026-04-02 05:43:08+00:00,-34.4153,-58.113,9337,2139
TRUCK-023,2026-04-02 06:01:10+00:00,-34.4112,-58.1106,9354,2139
TRUCK-023,2026-04-02 06:08:07+00:00,-34.414,-58.1119,9328,2139
TRUCK-023,2026-04-02 06:18:02+00:00,-34.4088,-58.1094,9362,2139
TRUCK-023,2026-04-02 06:31:06+00:00,-34.4056,-58.1023,8879,1646
TRUCK-023,2026-04-02 06:49:09+00:00,-34.4062,-58.0999,8881,1646
TRUCK-023,2026-04-02 07:04:05+00:00,-34.4014,-58.0985,8873,1646
TRUCK-023,2026-04-02 07:22:03+00:00,-34.4019,-58.0942,8889,1646
TRUCK-023,2026-04-02 07:36:05+00:00,-34.3988,-58.0948,7318,76
TRUCK-023,2026-04-02 07:42:07+00:00,-34.3951,-58.0928,7321,76
TRUCK-023,2026-04-02 08:00:05+00:00,-34.3949,-58.089,7293,76
TRUCK-023,2026-04-02 08:13:02+00:00,-34.3905,-58.0852,9526,2289
TRUCK-023,2026-04-02 08:19:02+00:00,-34.3913,-58.0844,7999,777
TRUCK-023,2026-04-02 08:35:05+00:00,-34.3873,-58.0831,7967,777
TRUCK-023,2026-04-02 08:46:04+00:00,-34.3839,-58.0829,8006,777
TRUCK-023,2026-04-02 09:06:04+00:00,-34.383,-58.0801,7985,777
TRUCK-023,2026-04-02 09:15:01+00:00,-34.3855,-58.0734,7580,320
TRUCK-023,2026-04-02 09:22:02+00:00,-34.3807,-58.0742,7535,320
TRUCK-023,2026-04-02 09:28:07+00:00,-34.3791,-58.0725,8442,1214
TRUCK-023,2026-04-02 09:48:02+00:00,-34.3789,-58.0696,8477,1214
TRUCK-023,2026-04-02 10:02:01+00:00,-34.3725,-58.0636,7465,222
TRUCK-023,2026-04-02 10:17:05+00:00,-34.3716,-58.0656,7414,222
TRUCK-023,2026-04-02 10:25:05+00:00,-34.3722,-58.0628,7450,222
TRUCK-023,2026-04-02 10:39:07+00:00,-34.37,-58.0584,7485,222
TRUCK-023,2026-04-02 11:00:04+00:00,-34.3636,-58.0557,7219,3
TRUCK-023,2026-04-02 11:15:06+00:00,-34.3636,-58.0525,8315,1062
TRUCK-023,2026-04-02 11:30:07+00:00,-34.3597,-58.0526,8283,1062
TRUCK-023,2026-04-02 11:42:07+00:00,-34.36,-58.0475,8258,1062
TRUCK-023,2026-04-02 11:59:09+00:00,-34.3588,-58.0452,7718,515
TRUCK-023,2026-04-02 12:12:09+00:00,-34.3579,-58.0442,7737,515
TRUCK-023,2026-04-02 12:29:11+00:00,-34.3538,-58.0426,7707,515
TRUCK-023,2026-04-02 12:47:03+00:00,-34.3483,-58.0408,7770,515
TRUCK-023,2026-04-02 12:59:03+00:00,-34.3515,-58.0348,7306,43
TRUCK-023,2026-04-02 13:14:08+00:00,-34.3475,-58.0359,7283,43
TRUCK-023,2026-04-02 13:30:09+00:00,-34.3443,-58.0296,7251,43
TRUCK-023,2026-04-02 13:46:08+00:00,-34.3437,-58.0319,7283,43
TRUCK-023,2026-04-02 13:55:01+00:00,-34.3427,-58.0291,7253,0
TRUCK-023,2026-04-02 14:12:01+00:00,-34.3366,-58.0258,7222,0
TRUCK-023,2026-04-02 14:29:07+00:00,-34.3348,-58.0244,7195,0
TRUCK-023,2026-04-02 14:46:08+00:00,-34.3353,-58.022,7994,804
TRUCK-023,2026-04-02 14:54:10+00:00,-34.3344,-58.0171,7544,305
TRUCK-023,2026-04-02 15:02:11+00:00,-34.3324,-58.018,7528,305
TRUCK-023,2026-04-02 15:15:09+00:00,-34.3292,-58.015,7567,305
TRUCK-023,2026-04-02 15:28:09+00:00,-34.3287,-58.0099,7566,305
TRUCK-023,2026-04-02 15:49:03+00:00,-34.3247,-58.0094,7302,43
TRUCK-023,2026-04-02 16:03:03+00:00,-34.3189,-58.0087,7305,43
TRUCK-023,2026-04-02 16:18:03+00:00,-34.3189,-58.0051,9019,1773
TRUCK-023,2026-04-02 16:32:03+00:00,-34.3185,-58.0038,9019,1773
TRUCK-023,2026-04-02 16:47:10+00:00,-34.314,-57.9998,7252,54
TRUCK-023,2026-04-02 16:58:11+00:00,-34.3115,-57.9965,7252,54
TRUCK-023,2026-04-02 17:12:10+00:00,-34.3091,-57.9946,7275,54
TRUCK-023,2026-04-02 17:24:01+00:00,-34.3097,-57.99,7293,54
TRUCK-023,2026-04-02 17:33:06+00:00,-34.3083,-57.9897,7257,0
TRUCK-024,2026-04-01 05:15:01+00:00,-34.6948,-58.5176,9136,2747
TRUCK-024,2026-04-01 05:32:04+00:00,-34.6971,-58.514,9149,2747
TRUCK-024,2026-04-01 05:47:06+00:00,-34.6915,-58.5103,9153,2747
TRUCK-024,2026-04-01 06:02:04+00:00,-34.6909,-58.5093,7960,1547
TRUCK-024,2026-04-01 06:13:06+00:00,-34.6906,-58.5041,7923,1547
TRUCK-024,2026-04-01 06:25:08+00:00,-34.6845,-58.502,7961,1547
TRUCK-024,2026-04-01 06:40:04+00:00,-34.6815,-58.5042,8783,2406
TRUCK-024,2026-04-01 06:59:08+00:00,-34.6811,-58.5005,8659,2242
TRUCK-024,2026-04-01 07:16:10+00:00,-34.6826,-58.4951,8611,2242
TRUCK-024,2026-04-01 07:35:05+00:00,-34.6797,-58.4939,8639,2242
TRUCK-024,2026-04-01 07:47:04+00:00,-34.6782,-58.4899,8656,2242
TRUCK-024,2026-04-01 07:57:09+00:00,-34.674,-58.4893,7855,1459
TRUCK-024,2026-04-01 08:04:08+00:00,-34.6702,-58.4887,7864,1459
TRUCK-024,2026-04-01 08:21:09+00:00,-34.6711,-58.487,10095,3666
TRUCK-024,2026-04-01 08:40:10+00:00,-34.6681,-58.4828,10055,3666
TRUCK-024,2026-04-01 08:55:04+00:00,-34.6683,-58.4821,8686,2268
TRUCK-024,2026-04-01 09:05:10+00:00,-34.6622,-58.4747,8626,2268
TRUCK-024,2026-04-01 09:18:09+00:00,-34.6584,-58.4743,8646,2268
TRUCK-024,2026-04-01 09:24:03+00:00,-34.6593,-58.4719,8634,2268
TRUCK-024,2026-04-01 09:44:11+00:00,-34.6597,-58.4684,7264,879
TRUCK-024,2026-04-01 09:55:03+00:00,-34.652,-58.4679,8522,2139
TRUCK-024,2026-04-01 10:06:09+00:00,-34.6529,-58.4671,8514,2139
TRUCK-024,2026-04-01 10:13:02+00:00,-34.6517,-58.4608,8517,2139
TRUCK-024,2026-04-01 10:25:11+00:00,-34.6467,-58.4634,6763,335
TRUCK-024,2026-04-01 10:33:09+00:00,-34.6449,-58.4595,6696,335
TRUCK-024,2026-04-01 10:50:01+00:00,-34.6447,-58.4568,6762,335
TRUCK-024,2026-04-01 11:08:05+00:00,-34.6399,-58.4558,6699,335
TRUCK-024,2026-04-01 11:15:11+00:00,-34.6432,-58.4511,6586,169
TRUCK-024,2026-04-01 11:29:03+00:00,-34.6366,-58.4499,6575,169
TRUCK-024,2026-04-01 11:40:03+00:00,-34.6375,-58.444,6520,169
TRUCK-024,2026-04-01 11:49:10+00:00,-34.6349,-58.4433,6549,169
TRUCK-024,2026-04-01 12:01:04+00:00,-34.6291,-58.4408,6394,0
TRUCK-024,2026-04-01 12:21:07+00:00,-34.6282,-58.4389,6423,0
TRUCK-024,2026-04-01 12:37:07+00:00,-34.628,-58.438,6364,0
TRUCK-024,2026-04-01 12:50:11+00:00,-34.6235,-58.4353,8013,1653
TRUCK-024,2026-04-01 13:06:08+00:00,-34.6259,-58.4316,7804,1432
TRUCK-024,2026-04-01 13:19:02+00:00,-34.6196,-58.429,7846,1432
TRUCK-024,2026-04-01 13:36:10+00:00,-34.6177,-58.4254,7834,1432
TRUCK-024,2026-04-01 13:48:01+00:00,-34.6186,-58.4255,7786,1432
TRUCK-024,2026-04-01 14:09:05+00:00,-34.617,-58.4225,7043,650
TRUCK-024,2026-04-01 14:18:01+00:00,-34.6137,-58.4181,7072,650
TRUCK-024,2026-04-01 14:26:10+00:00,-34.6106,-58.4156,9252,2871
TRUCK-024,2026-04-01 14:40:01+00:00,-34.6112,-58.413,9258,2871
TRUCK-024,2026-04-01 14:58:05+00:00,-34.6037,-58.4134,7333,918
TRUCK-024,2026-04-01 15:06:09+00:00,-34.6035,-58.4091,7283,918
TRUCK-024,2026-04-01 15:23:09+00:00,-34.6037,-58.4102,7334,918
TRUCK-024,2026-04-01 15:42:11+00:00,-34.5989,-58.4032,7300,918
TRUCK-024,2026-04-01 15:57:04+00:00,-34.6011,-58.4027,7168,742
TRUCK-024,2026-04-01 16:07:11+00:00,-34.5956,-58.3975,8326,1951
TRUCK-024,2026-04-01 16:18:05+00:00,-34.5921,-58.4003,8304,1951
TRUCK-024,2026-04-01 16:37:05+00:00,-34.5923,-58.3959,8372,1951
TRUCK-024,2026-04-01 16:51:10+00:00,-34.5913,-58.3921,7808,1450
TRUCK-024,2026-04-01 17:12:06+00:00,-34.5877,-58.3913,7874,1450
TRUCK-024,2026-04-01 17:33:06+00:00,-34.5848,-58.3887,7826,1450
TRUCK-024,2026-04-01 17:46:09+00:00,-34.5861,-58.3853,7851,1450
TRUCK-024,2026-04-01 17:53:10+00:00,-34.5791,-58.3835,6455,65
TRUCK-024,2026-04-01 18:01:01+00:00,-34.5822,-58.3842,6459,65
TRUCK-024,2026-04-01 18:17:02+00:00,-34.5802,-58.3767,6460,65
TRUCK-024,2026-04-01 18:24:10+00:00,-34.5746,-58.3754,6425,65
TRUCK-024,2026-04-01 18:32:03+00:00,-34.574,-58.3768,6423,0
TRUCK-024,2026-04-01 18:52:11+00:00,-34.5701,-58.3734,6360,0
TRUCK-024,2026-04-01 19:02:07+00:00,-34.5673,-58.3672,6424,0
TRUCK-024,2026-04-01 19:19:06+00:00,-34.5693,-58.3639,8352,1995
TRUCK-024,2026-04-01 19:34:10+00:00,-34.5636,-58.3671,7066,690
TRUCK-024,2026-04-01 19:42:05+00:00,-34.5633,-58.3595,7080,690
TRUCK-024,2026-04-01 19:51:01+00:00,-34.5606,-58.3621,7080,690
TRUCK-024,2026-04-01 20:06:06+00:00,-34.5564,-58.3571,7116,690
TRUCK-024,2026-04-01 20:22:07+00:00,-34.5543,-58.3528,6828,427
TRUCK-024,2026-04-01 20:29:10+00:00,-34.5543,-58.3547,6781,427
TRUCK-024,2026-04-01 20:42:08+00:00,-34.5492,-58.3475,8349,1958
